id,workload,policy,policy_description,workload_description,cpp_file_path,cache_hit_rate,score
137,lbm,"Reordering-based Cache Replacement","This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.","LBM (Lattice-Boltzmann Method) simulates fluid dynamics by performing stencil-based updates across 3D grids. It exhibits dense, regular memory access patterns with high spatial locality but limited temporal reuse. Cache pressure is significant due to large working sets and repetitive accesses across neighboring cells, making it ideal for evaluating how well a policy handles spatial locality and prefetching alignment. LBM's deterministic access stride also exposes weaknesses in replacement strategies that fail to retain blocks until their reuse window arrives.",ChampSim_CRC2/champ_repl_pol/red.cc,0.193584772113498,0.346602607438665
138,lbm,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.","LBM (Lattice-Boltzmann Method) simulates fluid dynamics by performing stencil-based updates across 3D grids. It exhibits dense, regular memory access patterns with high spatial locality but limited temporal reuse. Cache pressure is significant due to large working sets and repetitive accesses across neighboring cells, making it ideal for evaluating how well a policy handles spatial locality and prefetching alignment. LBM's deterministic access stride also exposes weaknesses in replacement strategies that fail to retain blocks until their reuse window arrives.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.261584609998202,0.375597937960249
139,mcf,LRU,"Least Recently Used (LRU) replacement policy evicts the cache line that has not been accessed for the longest time. It assumes temporal locality—recently used data is more likely to be used again. This simple stack-based heuristic is hardware-friendly but can perform poorly under non-recurring access patterns or streaming workloads.","The MCF workload solves the Minimum Cost Flow problem using network simplex algorithms. It is known for pointer-chasing behavior, deep data dependencies, and highly irregular, sparse memory accesses. This leads to poor cache locality and low IPC due to frequent pipeline stalls from memory latency. MCF is a classical example of memory-bound workloads and is particularly harsh on cache replacement policies that rely on recency or frequency heuristics. Its access patterns are difficult to predict, making it valuable for testing adaptive and learned policies.",ChampSim_CRC2/champ_repl_pol/lru.cc,0.407402088663104,0.416873389476646
140,mcf,Hawkeye,"Hawkeye is a predictive replacement policy that leverages Belady's MIN algorithm as an oracle during training phases. It classifies memory accesses as cache-friendly or cache-averse using past reuse behavior. Hawkeye tracks the hit/miss patterns of PCs and predicts future reuse, evicting lines unlikely to be reused. This learned policy often outperforms heuristics in workloads with high variance in reuse patterns.","The MCF workload solves the Minimum Cost Flow problem using network simplex algorithms. It is known for pointer-chasing behavior, deep data dependencies, and highly irregular, sparse memory accesses. This leads to poor cache locality and low IPC due to frequent pipeline stalls from memory latency. MCF is a classical example of memory-bound workloads and is particularly harsh on cache replacement policies that rely on recency or frequency heuristics. Its access patterns are difficult to predict, making it valuable for testing adaptive and learned policies.",ChampSim_CRC2/champ_repl_pol/hawkeye_final.cc,0.508772568892301,0.375792279833843
141,mcf,"Less is More","The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.","The MCF workload solves the Minimum Cost Flow problem using network simplex algorithms. It is known for pointer-chasing behavior, deep data dependencies, and highly irregular, sparse memory accesses. This leads to poor cache locality and low IPC due to frequent pipeline stalls from memory latency. MCF is a classical example of memory-bound workloads and is particularly harsh on cache replacement policies that rely on recency or frequency heuristics. Its access patterns are difficult to predict, making it valuable for testing adaptive and learned policies.",ChampSim_CRC2/champ_repl_pol/lime.cc,0.52301754091011,0.433282689768878
142,mcf,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.","The MCF workload solves the Minimum Cost Flow problem using network simplex algorithms. It is known for pointer-chasing behavior, deep data dependencies, and highly irregular, sparse memory accesses. This leads to poor cache locality and low IPC due to frequent pipeline stalls from memory latency. MCF is a classical example of memory-bound workloads and is particularly harsh on cache replacement policies that rely on recency or frequency heuristics. Its access patterns are difficult to predict, making it valuable for testing adaptive and learned policies.",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.515161598323247,0.11453256801665
143,mcf,"Reordering-based Cache Replacement","This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.","The MCF workload solves the Minimum Cost Flow problem using network simplex algorithms. It is known for pointer-chasing behavior, deep data dependencies, and highly irregular, sparse memory accesses. This leads to poor cache locality and low IPC due to frequent pipeline stalls from memory latency. MCF is a classical example of memory-bound workloads and is particularly harsh on cache replacement policies that rely on recency or frequency heuristics. Its access patterns are difficult to predict, making it valuable for testing adaptive and learned policies.",ChampSim_CRC2/champ_repl_pol/red.cc,0.520031271059279,0.346602607438665
144,mcf,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.","The MCF workload solves the Minimum Cost Flow problem using network simplex algorithms. It is known for pointer-chasing behavior, deep data dependencies, and highly irregular, sparse memory accesses. This leads to poor cache locality and low IPC due to frequent pipeline stalls from memory latency. MCF is a classical example of memory-bound workloads and is particularly harsh on cache replacement policies that rely on recency or frequency heuristics. Its access patterns are difficult to predict, making it valuable for testing adaptive and learned policies.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.524743749964974,0.375597937960249
145,milc,LRU,"Least Recently Used (LRU) replacement policy evicts the cache line that has not been accessed for the longest time. It assumes temporal locality—recently used data is more likely to be used again. This simple stack-based heuristic is hardware-friendly but can perform poorly under non-recurring access patterns or streaming workloads.","MILC simulates Quantum Chromodynamics (QCD) calculations on 4D space-time lattices, often used in particle physics research. The workload includes extensive use of floating-point arithmetic within nested loops, coupled with both regular and irregular memory accesses. MILC combines phases of high spatial reuse with intermittent pointer dereferencing and indirect indexing, leading to inconsistent locality characteristics. This makes it a strong candidate for evaluating how well a replacement policy can respond to phase changes in workload behavior.",ChampSim_CRC2/champ_repl_pol/lru.cc,0.321911410095802,0.416873389476646
146,milc,Hawkeye,"Hawkeye is a predictive replacement policy that leverages Belady's MIN algorithm as an oracle during training phases. It classifies memory accesses as cache-friendly or cache-averse using past reuse behavior. Hawkeye tracks the hit/miss patterns of PCs and predicts future reuse, evicting lines unlikely to be reused. This learned policy often outperforms heuristics in workloads with high variance in reuse patterns.","MILC simulates Quantum Chromodynamics (QCD) calculations on 4D space-time lattices, often used in particle physics research. The workload includes extensive use of floating-point arithmetic within nested loops, coupled with both regular and irregular memory accesses. MILC combines phases of high spatial reuse with intermittent pointer dereferencing and indirect indexing, leading to inconsistent locality characteristics. This makes it a strong candidate for evaluating how well a replacement policy can respond to phase changes in workload behavior.",ChampSim_CRC2/champ_repl_pol/hawkeye_final.cc,0.064566934835659,0.375792279833843
147,milc,"Less is More","The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.","MILC simulates Quantum Chromodynamics (QCD) calculations on 4D space-time lattices, often used in particle physics research. The workload includes extensive use of floating-point arithmetic within nested loops, coupled with both regular and irregular memory accesses. MILC combines phases of high spatial reuse with intermittent pointer dereferencing and indirect indexing, leading to inconsistent locality characteristics. This makes it a strong candidate for evaluating how well a replacement policy can respond to phase changes in workload behavior.",ChampSim_CRC2/champ_repl_pol/lime.cc,0.234603213683136,0.433282689768878
148,milc,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.","MILC simulates Quantum Chromodynamics (QCD) calculations on 4D space-time lattices, often used in particle physics research. The workload includes extensive use of floating-point arithmetic within nested loops, coupled with both regular and irregular memory accesses. MILC combines phases of high spatial reuse with intermittent pointer dereferencing and indirect indexing, leading to inconsistent locality characteristics. This makes it a strong candidate for evaluating how well a replacement policy can respond to phase changes in workload behavior.",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.000264306972635177,0.11453256801665
149,milc,"Reordering-based Cache Replacement","This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.","MILC simulates Quantum Chromodynamics (QCD) calculations on 4D space-time lattices, often used in particle physics research. The workload includes extensive use of floating-point arithmetic within nested loops, coupled with both regular and irregular memory accesses. MILC combines phases of high spatial reuse with intermittent pointer dereferencing and indirect indexing, leading to inconsistent locality characteristics. This makes it a strong candidate for evaluating how well a replacement policy can respond to phase changes in workload behavior.",ChampSim_CRC2/champ_repl_pol/red.cc,0.146273995814536,0.346602607438665
150,milc,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.","MILC simulates Quantum Chromodynamics (QCD) calculations on 4D space-time lattices, often used in particle physics research. The workload includes extensive use of floating-point arithmetic within nested loops, coupled with both regular and irregular memory accesses. MILC combines phases of high spatial reuse with intermittent pointer dereferencing and indirect indexing, leading to inconsistent locality characteristics. This makes it a strong candidate for evaluating how well a replacement policy can respond to phase changes in workload behavior.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.054986712238499,0.375597937960249
151,omnetpp,LRU,"Least Recently Used (LRU) replacement policy evicts the cache line that has not been accessed for the longest time. It assumes temporal locality—recently used data is more likely to be used again. This simple stack-based heuristic is hardware-friendly but can perform poorly under non-recurring access patterns or streaming workloads.","Omnet++ models a discrete-event network simulator, simulating communication protocols with complex object-oriented structures. It features heavy dynamic memory allocation, small object usage, and highly unpredictable control flow. Its access pattern is dominated by pointer dereferencing and virtual function calls, resulting in low spatial and temporal locality. Frequent branching and irregular memory usage make it a demanding workload for branch predictors and cache systems, especially those relying on stable reuse signals.",ChampSim_CRC2/champ_repl_pol/lru.cc,0.46065338113104,0.416873389476646
152,omnetpp,Hawkeye,"Hawkeye is a predictive replacement policy that leverages Belady's MIN algorithm as an oracle during training phases. It classifies memory accesses as cache-friendly or cache-averse using past reuse behavior. Hawkeye tracks the hit/miss patterns of PCs and predicts future reuse, evicting lines unlikely to be reused. This learned policy often outperforms heuristics in workloads with high variance in reuse patterns.","Omnet++ models a discrete-event network simulator, simulating communication protocols with complex object-oriented structures. It features heavy dynamic memory allocation, small object usage, and highly unpredictable control flow. Its access pattern is dominated by pointer dereferencing and virtual function calls, resulting in low spatial and temporal locality. Frequent branching and irregular memory usage make it a demanding workload for branch predictors and cache systems, especially those relying on stable reuse signals.",ChampSim_CRC2/champ_repl_pol/hawkeye_final.cc,0.675367280839363,0.375792279833843
153,omnetpp,"Less is More","The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.","Omnet++ models a discrete-event network simulator, simulating communication protocols with complex object-oriented structures. It features heavy dynamic memory allocation, small object usage, and highly unpredictable control flow. Its access pattern is dominated by pointer dereferencing and virtual function calls, resulting in low spatial and temporal locality. Frequent branching and irregular memory usage make it a demanding workload for branch predictors and cache systems, especially those relying on stable reuse signals.",ChampSim_CRC2/champ_repl_pol/lime.cc,0.690052549641815,0.433282689768878
154,omnetpp,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.","Omnet++ models a discrete-event network simulator, simulating communication protocols with complex object-oriented structures. It features heavy dynamic memory allocation, small object usage, and highly unpredictable control flow. Its access pattern is dominated by pointer dereferencing and virtual function calls, resulting in low spatial and temporal locality. Frequent branching and irregular memory usage make it a demanding workload for branch predictors and cache systems, especially those relying on stable reuse signals.",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.00854762032579974,0.11453256801665
155,omnetpp,"Reordering-based Cache Replacement","This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.","Omnet++ models a discrete-event network simulator, simulating communication protocols with complex object-oriented structures. It features heavy dynamic memory allocation, small object usage, and highly unpredictable control flow. Its access pattern is dominated by pointer dereferencing and virtual function calls, resulting in low spatial and temporal locality. Frequent branching and irregular memory usage make it a demanding workload for branch predictors and cache systems, especially those relying on stable reuse signals.",ChampSim_CRC2/champ_repl_pol/red.cc,0.462102820740705,0.346602607438665
156,omnetpp,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.","Omnet++ models a discrete-event network simulator, simulating communication protocols with complex object-oriented structures. It features heavy dynamic memory allocation, small object usage, and highly unpredictable control flow. Its access pattern is dominated by pointer dereferencing and virtual function calls, resulting in low spatial and temporal locality. Frequent branching and irregular memory usage make it a demanding workload for branch predictors and cache systems, especially those relying on stable reuse signals.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.698462878241108,0.375597937960249
157,all,LRU,"Least Recently Used (LRU) replacement policy evicts the cache line that has not been accessed for the longest time. It assumes temporal locality—recently used data is more likely to be used again. This simple stack-based heuristic is hardware-friendly but can perform poorly under non-recurring access patterns or streaming workloads.","",ChampSim_CRC2/champ_repl_pol/lru.cc,0.416873389476646,0.416873389476646
158,all,Hawkeye,"Hawkeye is a predictive replacement policy that leverages Belady's MIN algorithm as an oracle during training phases. It classifies memory accesses as cache-friendly or cache-averse using past reuse behavior. Hawkeye tracks the hit/miss patterns of PCs and predicts future reuse, evicting lines unlikely to be reused. This learned policy often outperforms heuristics in workloads with high variance in reuse patterns.","",ChampSim_CRC2/champ_repl_pol/hawkeye_final.cc,0.375792279833843,0.375792279833843
159,all,"Less is More","The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.","",ChampSim_CRC2/champ_repl_pol/lime.cc,0.433282689768878,0.433282689768878
160,all,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.","",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.11453256801665,0.11453256801665
161,all,"Reordering-based Cache Replacement","This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.","",ChampSim_CRC2/champ_repl_pol/red.cc,0.346602607438665,0.346602607438665
162,all,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.","",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.375597937960249,0.375597937960249
163,astar,"Adaptive Phase-Aware Replacement (APAR)","The Adaptive Phase-Aware Replacement (APAR) policy dynamically adjusts its cache management strategy based on workload phase behavior, leveraging both temporal and spatial locality signals. It uses a lightweight phase detector to classify workload behavior into distinct phases (e.g., compute-intensive, memory-bound, or mixed). For each phase, APAR applies a tailored replacement strategy: temporal locality optimization for compute-intensive phases, spatial locality optimization for memory-bound phases, and hybrid strategies for mixed phases. By adapting to workload characteristics in real-time, APAR minimizes cache pollution, reduces thrashing, and improves hit rates across diverse workloads.","",ChampSim_CRC2/new_policies/000_adaptive_phase_aware_replacement__apar.cc,0.290550325850833,0.290550325850833
164,lbm,"Adaptive Phase-Aware Replacement (APAR)","The Adaptive Phase-Aware Replacement (APAR) policy dynamically adjusts its cache management strategy based on workload phase behavior, leveraging both temporal and spatial locality signals. It uses a lightweight phase detector to classify workload behavior into distinct phases (e.g., compute-intensive, memory-bound, or mixed). For each phase, APAR applies a tailored replacement strategy: temporal locality optimization for compute-intensive phases, spatial locality optimization for memory-bound phases, and hybrid strategies for mixed phases. By adapting to workload characteristics in real-time, APAR minimizes cache pollution, reduces thrashing, and improves hit rates across diverse workloads.","",ChampSim_CRC2/new_policies/000_adaptive_phase_aware_replacement__apar.cc,0.439737459318921,0.439737459318921
165,mcf,"Adaptive Phase-Aware Replacement (APAR)","The Adaptive Phase-Aware Replacement (APAR) policy dynamically adjusts its cache management strategy based on workload phase behavior, leveraging both temporal and spatial locality signals. It uses a lightweight phase detector to classify workload behavior into distinct phases (e.g., compute-intensive, memory-bound, or mixed). For each phase, APAR applies a tailored replacement strategy: temporal locality optimization for compute-intensive phases, spatial locality optimization for memory-bound phases, and hybrid strategies for mixed phases. By adapting to workload characteristics in real-time, APAR minimizes cache pollution, reduces thrashing, and improves hit rates across diverse workloads.","",ChampSim_CRC2/new_policies/000_adaptive_phase_aware_replacement__apar.cc,0.290716921273147,0.290716921273147
166,milc,"Adaptive Phase-Aware Replacement (APAR)","The Adaptive Phase-Aware Replacement (APAR) policy dynamically adjusts its cache management strategy based on workload phase behavior, leveraging both temporal and spatial locality signals. It uses a lightweight phase detector to classify workload behavior into distinct phases (e.g., compute-intensive, memory-bound, or mixed). For each phase, APAR applies a tailored replacement strategy: temporal locality optimization for compute-intensive phases, spatial locality optimization for memory-bound phases, and hybrid strategies for mixed phases. By adapting to workload characteristics in real-time, APAR minimizes cache pollution, reduces thrashing, and improves hit rates across diverse workloads.","",ChampSim_CRC2/new_policies/000_adaptive_phase_aware_replacement__apar.cc,0.304256381006702,0.304256381006702
167,astar,"Adaptive Phase-Aware Reuse Predictor (APARP)","The Adaptive Phase-Aware Reuse Predictor (APARP) is a hybrid cache replacement policy that dynamically adapts to workload phase behavior by combining phase detection with fine-grained reuse prediction. APARP tracks phase changes in workload behavior (e.g., transitions between high spatial locality, irregular access patterns, or pointer-chasing) using a lightweight phase detector based on memory access entropy. For each phase, it employs a tailored reuse predictor: a confidence-based filter for sparse reuse phases, a temporal locality tracker for dense reuse phases, and a bypass mechanism for streaming phases. By dynamically switching strategies based on phase characteristics, APARP minimizes cache pollution, improves reuse, and handles diverse workloads effectively.","",ChampSim_CRC2/new_policies/000_adaptive_phase_aware_reuse_predictor__aparp.cc,0.287261646150133,0.287261646150133
168,lbm,"Adaptive Phase-Aware Reuse Predictor (APARP)","The Adaptive Phase-Aware Reuse Predictor (APARP) is a hybrid cache replacement policy that dynamically adapts to workload phase behavior by combining phase detection with fine-grained reuse prediction. APARP tracks phase changes in workload behavior (e.g., transitions between high spatial locality, irregular access patterns, or pointer-chasing) using a lightweight phase detector based on memory access entropy. For each phase, it employs a tailored reuse predictor: a confidence-based filter for sparse reuse phases, a temporal locality tracker for dense reuse phases, and a bypass mechanism for streaming phases. By dynamically switching strategies based on phase characteristics, APARP minimizes cache pollution, improves reuse, and handles diverse workloads effectively.","",ChampSim_CRC2/new_policies/000_adaptive_phase_aware_reuse_predictor__aparp.cc,0.40733804839912,0.40733804839912
